"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"MASK002","Dust Mask P2 + Valve and CARBON Box 12","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Suitable for use with dust, smoke, mist & fume.
Lightweight moulded design with foam nose seal for comfort and superior fit.
Easily worn with glasses & goggles.
P2 Certified to AS/NZS 1716:2012 Respiratory Protective Devices.
Dual latex free elastic straps for ease of donning & doffing.","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p2-valve-and-carbon-box-12","https://lyndons.com.au/media/cache/435x435_webp/2/8/1658/QsBYNeqVG2ah2SMK/mask002.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK021","Dust Mask P2 PROMESH PC821 Box 12","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Flexible mesh which ensures optimum shape retention for a perfect, airtight fit during long periods of wear
P2 rating protects against mechanically and thermally generated particles
Moulded nose piece for close fit
QuickLock straps for easy fit and release","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p2-promesh-pc821-box-12","https://lyndons.com.au/media/cache/435x435_webp/1/0/1660/YT9vOnR8NdYyDIVv/mask021.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK018","Dust Mask P2 + Valve PC321 Box 12","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","P2: Certified to AS/NZS 1716:2012 Respiratory Protective Devices
P2 disposable respirator for protection against mechanically and thermally generated particles
Lightweight cupped design for comfortable extended wear
Dual latex free elastic straps for ease of donning and doffing
ProValve exhalation valve for decreased breathing resistance and heat stress
Nose flange for increased protection and facial fit.","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p2-valve-pc321-box-12","https://lyndons.com.au/media/cache/435x435_webp/0/9/1659/oNKMfqPk1xxTEitj/mask018.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK3213","Dust Mask P2 + Valve 3 Pack","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","P2: Certified to AS/NZS 1716:2012 Respiratory Protective Devices
P2 disposable respirator for protection against mechanically and thermally generated particles
Lightweight cupped design for comfortable extended wear
Dual latex free elastic straps for ease of donning and doffing
ProValve exhalation valve for decreased breathing resistance and heat stress
Nose flange for increased protection and facial fit","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p2-valve-3-pack","https://lyndons.com.au/media/cache/435x435_webp/2/1/1661/jTuywuqnLgiQet52/mask3213.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK040","Dust Mask P1 PC301 Box 20","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","P1 rating indicates suitability for protection against mechanically generated particles
Latex free dual straps give firm and comfortable fit
Resealable poly bag ensuring masks remain hygienically stored
Moulded nose piece for close fit and better seal","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p1-pc301-box-20","https://lyndons.com.au/media/cache/435x435_webp/0/2/1662/89GtPCYYzK4UoE2P/mask040.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"WIPE002","Cleaning Wipes Isopropyl Pack 75","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Cleaning","Pack / unit: confirm with branch","70% Isopropyl Alcohol
Tough yet soft non-woven material
75 Wipes per resealable canister","https://lyndons.com.au/products/cleaning-products-equipment/cleaning-wipes-isopropyl-pack-75","https://lyndons.com.au/media/cache/435x435_webp/2/4/1664/RzZR6NYEgzzAsHJL/wipe002.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"DCN300","Cargo Net Dual Cab 2430mm x 2430mm 100kg rated","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilise cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net-dual-cab-2430mm-x-2430mm-100kg-rated","https://lyndons.com.au/media/cache/435x435_webp/0/5/1665/UMYooxtqde8fzGT5/dcn300.webp","","No brand is identified on the source listing.","2026-09-21"
"BUNT003","Bunting/Flagging 100m Roll Plastic Reel - Orange","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Orange 100m lengths of high visibility fluoro PVC triangles that provide excellent visibility for hazardous areas.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/bunting-flagging-100m-roll-plastic-reel-orange","https://lyndons.com.au/media/cache/435x435_webp/1/6/1666/REPIauUPyT67L8UX/bunt003.webp","","No brand is identified on the source listing.","2026-09-21"
"BOOT720","Boot/Concrete Thong (one size fits all)","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Boot Thongs are a large rubber sandal which fit over your work boots with velcro straps. With boot thongs you can walk over freshly setting concrete when doing a final finish with reduced marking and increased comfort. One size fits all","https://lyndons.com.au/products/safety-ppe-footwear/boot-concrete-thong-one-size-fits-all","https://lyndons.com.au/media/cache/435x435_webp/2/7/1667/PAy7EmzouZZ6FXUG/boot720.webp","","No brand is identified on the source listing.","2026-09-21"
"VEST015","Vest Traffic Control XLarge Reflective/Print","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Complies with AS/NZS 4602:2011
With back reflective tape configuration to meet Australian Standards - Class D/N","https://lyndons.com.au/products/safety-and-ppe-protective-and-safety-clothing-and-gear/vest-traffic-control-xlarge-reflective-print","","","No brand is identified on the source listing. The source does not provide a product photo. The original name carries asterisks; current listing status needs branch confirmation.","2026-09-21"
"BARR08P","WIRE ROD ROUND WR 8.5 PROCESSED PER TONNE","Brand not listed","Not identified by the source","Reinforcing steel","Pack / unit: confirm with branch","WIRE ROD ROUND WR 8.5 PROCESSED PER TONNE. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/wire-rod-round-wr-8-5-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/1/9/1669/p8DuQgU0aO6319oj/barr08p.webp","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications.","2026-09-21"
"BARY08P","STEEL BAR WIRE ROD RIBBED WR 8.5 PROCESSED PER TONNE","Brand not listed","Not identified by the source","Reinforcing steel","Pack / unit: confirm with branch","STEEL BAR WIRE ROD RIBBED WR 8.5 PROCESSED PER TONNE. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/steel-bar-wire-rod-ribbed-wr-8-5-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/0/5/1575/aSBcVpXqaI5blhWl/bary10p.webp","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications.","2026-09-21"
"N10C","Coil Steel Bar per Tonne — N10","Brand not listed","Not identified by the source","Reinforcing steel","N10","Coil Steel Bar per Tonne — N10. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/coil-steel-bar-per-tonne","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"N12C","Coil Steel Bar per Tonne — N12","Brand not listed","Not identified by the source","Reinforcing steel","N12","Coil Steel Bar per Tonne — N12. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/coil-steel-bar-per-tonne","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"N16C","Coil Steel Bar per Tonne — N16","Brand not listed","Not identified by the source","Reinforcing steel","N16","Coil Steel Bar per Tonne — N16. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/coil-steel-bar-per-tonne","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"N20C","Coil Steel Bar per Tonne — N20","Brand not listed","Not identified by the source","Reinforcing steel","N20","Coil Steel Bar per Tonne — N20. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/coil-steel-bar-per-tonne","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"NQDROP122350","Dropper — Y12 100mm x 2350mm","Brand not listed","Not identified by the source","Reinforcing steel","Y12 100mm x 2350mm","Dropper — Y12 100mm x 2350mm. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/reinforcing-steel-mesh-bar-and-accessories-fitments-and-spirals/dropper","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"NQDROP122450","Dropper — Y12 100mm x 2450mm","Brand not listed","Not identified by the source","Reinforcing steel","Y12 100mm x 2450mm","Dropper — Y12 100mm x 2450mm. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/reinforcing-steel-mesh-bar-and-accessories-fitments-and-spirals/dropper","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"NQDROP162350","Dropper — Y16 100mm x 2350mm","Brand not listed","Not identified by the source","Reinforcing steel","Y16 100mm x 2350mm","Dropper — Y16 100mm x 2350mm. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/reinforcing-steel-mesh-bar-and-accessories-fitments-and-spirals/dropper","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"NQDROP162450","Dropper — Y16 100mm x 2450mm","Brand not listed","Not identified by the source","Reinforcing steel","Y16 100mm x 2450mm","Dropper — Y16 100mm x 2450mm. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/reinforcing-steel-mesh-bar-and-accessories-fitments-and-spirals/dropper","","","No brand is identified on the source listing. The source has no detailed description. Ask the branch for specifications. The source does not provide a product photo.","2026-09-21"
"BARR10P","Steel Bar Round Processed (per tonne) — R10","Brand not listed","Not identified by the source","Reinforcing steel","R10","Reo Bar or Reinforcing Bar as it is also known is a type of steel reinforcement utilised for reinforcing concrete structures in order to fortify and bond the concrete in a compressed state.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/steel-bar-round-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/2/0/1670/MOT8miYIao5kVlJX/barr10p.webp","","No brand is identified on the source listing.","2026-09-21"
"BARR12P","Steel Bar Round Processed (per tonne) — R12","Brand not listed","Not identified by the source","Reinforcing steel","R12","Reo Bar or Reinforcing Bar as it is also known is a type of steel reinforcement utilised for reinforcing concrete structures in order to fortify and bond the concrete in a compressed state.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/steel-bar-round-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/2/0/1670/MOT8miYIao5kVlJX/barr10p.webp","","No brand is identified on the source listing.","2026-09-21"
"BARR16P","Steel Bar Round Processed (per tonne) — R16","Brand not listed","Not identified by the source","Reinforcing steel","R16","Reo Bar or Reinforcing Bar as it is also known is a type of steel reinforcement utilised for reinforcing concrete structures in order to fortify and bond the concrete in a compressed state.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/steel-bar-round-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/2/0/1670/MOT8miYIao5kVlJX/barr10p.webp","","No brand is identified on the source listing.","2026-09-21"
"BARR06P","Steel Bar Round Processed (per tonne) — R6","Brand not listed","Not identified by the source","Reinforcing steel","R6","Reo Bar or Reinforcing Bar as it is also known is a type of steel reinforcement utilised for reinforcing concrete structures in order to fortify and bond the concrete in a compressed state.","https://lyndons.com.au/products/steel-accessories-reinforcing-bar/steel-bar-round-processed-per-tonne","https://lyndons.com.au/media/cache/435x435_webp/2/0/1670/MOT8miYIao5kVlJX/barr10p.webp","","No brand is identified on the source listing.","2026-09-21"
